fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_scaled,volatile_scaled,sulphates_scaled,citric_acid_scaled,alc_minus_volatile_scaled
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,0.15384615384615397,0.2945205479452055,0.18562874251497005,0.0,-0.14067439409905153
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,0.676923076923077,0.43150684931506844,0.041916167664670656,0.01,0.24541622760800852
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,0.18461538461538463,0.41780821917808214,0.07784431137724554,0.0,-0.23319283456269752
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,0.5230769230769232,0.3767123287671233,0.13772455089820365,0.0,0.14636459430979992
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,0.13846153846153864,0.33561643835616434,0.041916167664670656,0.2,-0.1971548998946257
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5,0.2153846153846155,0.17123287671232873,0.155688622754491,0.39,0.04415173867228678
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6,0.5846153846153845,0.1917808219178082,0.1616766467065868,0.41,0.39283456269757633
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5,0.1692307692307693,0.30136986301369867,0.17365269461077845,0.22,-0.13213909378292937
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,0.2923076923076924,0.11643835616438356,0.125748502994012,0.25,0.17586933614330882
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,0.32307692307692304,0.2945205479452055,0.2095808383233533,0.19,0.02855637513171755
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,0.24615384615384617,0.42465753424657526,0.08982035928143708,0.07,-0.1785036880927291
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,0.32307692307692304,0.2945205479452055,0.2095808383233533,0.19,0.02855637513171755
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,0.41538461538461546,0.19863013698630133,0.25149700598802394,0.33,0.21675447839831413
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,0.3846153846153846,0.3287671232876712,0.16766467065868265,0.01,0.05584826132771337
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,0.3846153846153846,0.3287671232876712,0.16766467065868265,0.01,0.05584826132771337
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,0.2153846153846155,0.3150684931506849,0.155688622754491,0.14,-0.0996838777660694
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,5,0.2153846153846155,0.410958904109589,0.1497005988023952,0.0,-0.1955742887249735
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5,0.1692307692307693,0.3698630136986301,0.1497005988023952,0.0,-0.20063224446786082
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5,0.3846153846153846,0.39726027397260266,0.21556886227544905,0.06,-0.012644889357218081
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5,0.40000000000000013,0.3561643835616438,0.07185628742514968,0.02,0.04383561643835632
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,5,0.12307692307692308,0.32191780821917804,0.053892215568862284,0.22,-0.19884088514225495
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,0.40000000000000013,0.3150684931506849,0.2215568862275449,0.28,0.08493150684931522
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,0.44615384615384635,0.3561643835616438,0.17964071856287425,0.0,0.08998946259220253
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,0.44615384615384635,0.3561643835616438,0.17964071856287425,0.0,0.08998946259220253
8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,5,0.13846153846153864,0.3527397260273972,0.49101796407185627,0.68,-0.2142781875658586
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,4,0.4307692307692308,0.6164383561643836,0.1317365269461078,0.0,-0.1856691253951528
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5,0.2153846153846155,0.226027397260274,0.1497005988023952,0.38,-0.01064278187565848
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,4,0.18461538461538463,0.452054794520548,0.07784431137724554,0.0,-0.26743940990516335
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6,0.5230769230769232,0.17123287671232873,0.2335329341317365,0.32,0.3518440463645945
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,0.2923076923076924,0.30821917808219174,0.1616766467065868,0.05,-0.015911485774499357
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,0.2923076923076924,0.30821917808219174,0.1616766467065868,0.05,-0.015911485774499357
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,6,0.4615384615384617,0.21232876712328763,0.32335329341317365,0.5,0.24920969441517404
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6,0.1692307692307693,0.19863013698630133,0.1317365269461078,0.31,-0.029399367755532035
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8,0.8615384615384618,0.25342465753424653,0.2934131736526946,0.03,0.6081138040042153
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,0.8615384615384618,0.1780821917808219,0.25149700598802394,0.01,0.6834562697576398
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6,0.5076923076923077,0.2191780821917808,0.1437125748502994,0.2,0.28851422550052686
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,0.4307692307692308,0.2328767123287671,0.1197604790419162,0.0,0.19789251844046368
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5,0.13846153846153864,0.3150684931506849,0.059880239520958084,0.2,-0.17660695468914628
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,0.4307692307692308,0.3150684931506849,0.1197604790419162,0.13,0.11570073761854588
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,0.1692307692307693,0.40753424657534243,0.125748502994012,0.22,-0.23830347734457313
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,0.5538461538461539,0.1917808219178082,0.13772455089820365,0.4,0.36206533192834567
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,0.19999999999999996,0.39041095890410954,0.1616766467065868,0.0,-0.19041095890410958
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,0.1692307692307693,0.40753424657534243,0.125748502994012,0.22,-0.23830347734457313
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7,0.476923076923077,0.1232876712328767,0.1437125748502994,0.39,0.3536354056902003
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,0.3076923076923077,0.2328767123287671,0.18562874251497005,0.2,0.0748155953635406
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,0.3076923076923077,0.2328767123287671,0.18562874251497005,0.2,0.0748155953635406
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,0.3846153846153846,0.4417808219178082,0.2095808383233533,0.0,-0.05716543730242363
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6,0.2769230769230768,0.3493150684931507,0.17964071856287425,0.28,-0.07239199157007387
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5,0.3846153846153846,0.2054794520547945,0.13772455089820365,0.19,0.17913593256059007
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5,0.32307692307692304,0.17123287671232873,0.1437125748502994,0.5,0.1518440463645943
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,6,0.6153846153846154,0.0273972602739726,0.125748502994012,0.44,0.5879873551106428
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,5,0.7076923076923076,0.3287671232876712,0.023952095808383228,0.08,0.3789251844046364
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,0.2769230769230768,0.3287671232876712,0.5029940119760479,0.3,-0.05184404636459439
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,0.2769230769230768,0.3287671232876712,0.5029940119760479,0.3,-0.05184404636459439
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,0.40000000000000013,0.42465753424657526,0.155688622754491,0.0,-0.02465753424657513
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,0.3846153846153846,0.3527397260273972,0.25149700598802394,0.1,0.031875658587987354
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6,0.6153846153846154,0.18835616438356162,0.2035928143712575,0.13,0.4270284510010538
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4,0.19999999999999996,0.43493150684931503,0.09580838323353294,0.0,-0.23493150684931507
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,0.3846153846153846,0.3527397260273972,0.25149700598802394,0.1,0.031875658587987354
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,0.1692307692307693,0.3493150684931507,0.07185628742514968,0.0,-0.1800842992623814
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,0.1692307692307693,0.3493150684931507,0.07185628742514968,0.0,-0.1800842992623814
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,0.5692307692307692,0.2808219178082192,0.16766467065868265,0.14,0.28840885142255
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6,0.5846153846153845,0.3287671232876712,0.13772455089820365,0.0,0.2558482613277133
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,3,0.3846153846153846,0.9999999999999999,0.041916167664670656,0.0,-0.6153846153846153
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6,0.6307692307692307,0.3595890410958904,0.16766467065868265,0.0,0.27118018967334034
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6,0.5076923076923077,0.5068493150684931,0.24550898203592816,0.07,0.0008429926238145979
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6,0.4307692307692308,0.17123287671232873,0.281437125748503,0.32,0.25953635405690206
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5,0.4307692307692308,0.10958904109589043,0.1976047904191617,0.44,0.3211801896733404
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,0.12307692307692308,0.45890410958904104,0.06586826347305388,0.21,-0.33582718651211796
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,0.2153846153846155,0.33561643835616434,0.1197604790419162,0.26,-0.12023182297154883
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,0.2615384615384615,0.39041095890410954,0.17365269461077845,0.32,-0.12887249736564804
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4,0.41538461538461546,0.3835616438356165,0.1137724550898204,0.09,0.03182297154899899
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,0.2615384615384615,0.39041095890410954,0.17365269461077845,0.32,-0.12887249736564804
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,0.12307692307692308,0.3424657534246575,0.16766467065868265,0.1,-0.21938883034773443
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,0.2153846153846155,0.33561643835616434,0.1197604790419162,0.26,-0.12023182297154883
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,0.676923076923077,0.2671232876712329,0.155688622754491,0.15,0.40979978925184407
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,0.32307692307692304,0.7260273972602739,0.08383233532934128,0.21,-0.40295047418335084
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,0.2615384615384615,0.1643835616438356,0.125748502994012,0.21,0.09715489989462589
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6,0.2615384615384615,0.1643835616438356,0.1197604790419162,0.21,0.09715489989462589
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,0.2153846153846155,0.3493150684931507,0.1497005988023952,0.27,-0.13393045310853519
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,0.6307692307692307,0.42465753424657526,0.155688622754491,0.0,0.20611169652265549
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6,0.5384615384615385,0.2191780821917808,0.21556886227544905,0.46,0.31928345626975774
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,0.2153846153846155,0.3493150684931507,0.1497005988023952,0.27,-0.13393045310853519
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,6,0.10769230769230775,0.4383561643835616,0.598802395209581,0.68,-0.33066385669125387
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5,0.2615384615384615,0.3698630136986301,0.1976047904191617,0.34,-0.10832455216016862
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,0.6307692307692307,0.42465753424657526,0.155688622754491,0.0,0.20611169652265549
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5,0.4615384615384617,0.15068493150684933,0.1317365269461078,0.42,0.3108535300316123
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7,0.40000000000000013,0.1643835616438356,0.2934131736526946,0.39,0.23561643835616453
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,0.33846153846153837,0.2328767123287671,0.1616766467065868,0.24,0.10558482613277126
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,0.33846153846153837,0.2328767123287671,0.1616766467065868,0.24,0.10558482613277126
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,0.33846153846153837,0.2328767123287671,0.1616766467065868,0.24,0.10558482613277126
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,0.33846153846153837,0.2328767123287671,0.1616766467065868,0.24,0.10558482613277126
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5,0.13846153846153864,0.273972602739726,0.1137724550898204,0.11,-0.13551106427818738
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,0.2153846153846155,0.3287671232876712,0.13772455089820365,0.26,-0.11338250790305571
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,0.2153846153846155,0.3287671232876712,0.13772455089820365,0.26,-0.11338250790305571
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,5,0.12307692307692308,0.5136986301369862,0.07784431137724554,0.26,-0.39062170706006316
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6,0.19999999999999996,0.18493150684931509,0.059880239520958084,0.1,0.01506849315068487
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5,0.18461538461538463,0.4486301369863014,0.10778443113772454,0.22,-0.26401475237091676
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,5,0.24615384615384617,0.48972602739726023,0.1137724550898204,0.0,-0.24357218124341407
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,6,0.6461538461538461,0.3150684931506849,0.1976047904191617,0.02,0.33108535300316116
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,0.1692307692307693,0.2602739726027397,0.07185628742514968,0.0,-0.09104320337197042
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,0.1692307692307693,0.2602739726027397,0.07185628742514968,0.0,-0.09104320337197042
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,0.1692307692307693,0.2602739726027397,0.07185628742514968,0.0,-0.09104320337197042
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0.32307692307692304,0.2671232876712329,0.125748502994012,0.02,0.05595363540569015
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0.32307692307692304,0.2671232876712329,0.125748502994012,0.02,0.05595363540569015
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0.32307692307692304,0.2671232876712329,0.125748502994012,0.02,0.05595363540569015
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,6,0.3076923076923077,0.2876712328767123,0.10778443113772454,0.02,0.020021074815595397
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0.32307692307692304,0.2671232876712329,0.125748502994012,0.02,0.05595363540569015
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,5,0.40000000000000013,0.2054794520547945,0.1197604790419162,0.48,0.19452054794520562
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,6,0.2769230769230768,0.2191780821917808,0.1197604790419162,0.24,0.05774499473129602
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,5,0.4615384615384617,0.32191780821917804,0.13772455089820365,0.01,0.13962065331928364
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5,0.1692307692307693,0.3664383561643836,0.035928143712574856,0.03,-0.1972075869336143
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5,0.1692307692307693,0.3664383561643836,0.035928143712574856,0.03,-0.1972075869336143
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,5,0.36923076923076925,0.30821917808219174,0.1137724550898204,0.0,0.061011591148577515
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,5,0.24615384615384617,0.3287671232876712,0.1437125748502994,0.29,-0.08261327713382505
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,6,0.5230769230769232,0.3424657534246575,0.10778443113772454,0.01,0.1806111696522657
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,0.2923076923076924,0.3595890410958904,0.07784431137724554,0.03,-0.06728134878819803
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,0.2923076923076924,0.3595890410958904,0.07784431137724554,0.03,-0.06728134878819803
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5,0.24615384615384617,0.3150684931506849,0.1137724550898204,0.03,-0.06891464699683875
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5,0.2615384615384615,0.136986301369863,0.06586826347305388,0.25,0.12455216016859849
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5,0.2615384615384615,0.15068493150684933,0.06586826347305388,0.25,0.11085353003161216
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6,0.41538461538461546,0.21232876712328763,0.155688622754491,0.24,0.20305584826132783
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,5,0.1692307692307693,0.3561643835616438,0.10179640718562874,0.17,-0.18693361433087452
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,0.25128205128204617,0.24315068493150682,0.1916167664670659,0.4,0.008131366350539349
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,5,0.3846153846153846,0.2876712328767123,0.13772455089820365,0.31,0.09694415173867227
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,5,0.2615384615384615,0.5,0.125748502994012,0.14,-0.2384615384615385
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,0.25128205128204617,0.24315068493150682,0.1916167664670659,0.4,0.008131366350539349
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,4,0.2153846153846155,0.48630136986301364,0.08982035928143708,0.27,-0.27091675447839814
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6,0.5230769230769232,0.3321917808219178,0.1197604790419162,0.02,0.1908851422550054
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,5,0.1692307692307693,0.2602739726027397,0.17365269461077845,0.09,-0.09104320337197042
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5,0.2153846153846155,0.42465753424657526,0.10179640718562874,0.08,-0.20927291886195976
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6,0.32307692307692304,0.2876712328767123,0.5089820359281437,0.3,0.03540569020021073
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,0.2153846153846155,0.4452054794520548,0.10179640718562874,0.32,-0.2298208640674393
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4,0.3076923076923077,0.33561643835616434,0.023952095808383228,0.0,-0.027924130663856628
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,0.12307692307692308,0.452054794520548,0.5029940119760479,0.51,-0.3289778714436249
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,6,0.49230769230769234,0.3150684931506849,0.41916167664670667,0.56,0.17723919915700742
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,0.12307692307692308,0.452054794520548,0.5029940119760479,0.51,-0.3289778714436249
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,5,0.13846153846153864,0.43150684931506844,0.07185628742514968,0.27,-0.2930453108535298
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3,0.2153846153846155,0.4760273972602739,0.10778443113772454,0.0,-0.26064278187565837
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,5,0.23076923076923084,0.30136986301369867,0.1137724550898204,0.26,-0.07060063224446783
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5,0.24615384615384617,0.523972602739726,0.07784431137724554,0.2,-0.27781875658587984
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,6,0.5846153846153845,0.25342465753424653,0.17365269461077845,0.26,0.331190727081138
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6,0.23076923076923084,0.226027397260274,0.10778443113772454,0.15,0.00474183350895685
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,0.36923076923076925,0.30821917808219174,0.17365269461077845,0.02,0.061011591148577515
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,0.36923076923076925,0.30821917808219174,0.17365269461077845,0.02,0.061011591148577515
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5,0.18461538461538463,0.48630136986301364,0.07185628742514968,0.09,-0.301685985247629
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,0.23076923076923084,0.3287671232876712,0.09580838323353294,0.22,-0.09799789251844038
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,0.23076923076923084,0.3287671232876712,0.09580838323353294,0.22,-0.09799789251844038
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,0.1692307692307693,0.43493150684931503,0.10179640718562874,0.15,-0.26570073761854573
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,5,0.12307692307692308,0.4726027397260274,0.053892215568862284,0.25,-0.3495258166491043
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,0.18461538461538463,0.3561643835616438,0.1497005988023952,0.07,-0.1715489989462592
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,0.18461538461538463,0.3561643835616438,0.1497005988023952,0.07,-0.1715489989462592
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5,0.2923076923076924,0.3561643835616438,0.2095808383233533,0.31,-0.06385669125395144
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5,0.19999999999999996,0.2465753424657534,0.1197604790419162,0.02,-0.046575342465753455
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6,0.6307692307692307,0.25342465753424653,0.155688622754491,0.0,0.3773445732349842
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5,0.40000000000000013,0.3561643835616438,0.1497005988023952,0.22,0.04383561643835632
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,0.2153846153846155,0.3424657534246575,0.08982035928143708,0.06,-0.127081138040042
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5,0.2769230769230768,0.273972602739726,0.08982035928143708,0.25,0.0029504741833508152
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,5,0.12307692307692308,0.30821917808219174,0.08982035928143708,0.14,-0.18514225500526865
